row_id,gene,description,Diet,GOterms
642,SYCP1,product synaptonemal complex protein 1,ProteinUp,"GO:0006278,GO:0006310,GO:0006508,GO:0006887,GO:0007156,GO:0007166,GO:0007186,GO:0015074,GO:0016032,GO:0022008,GO:0043087,GO:0055072,GO:0055085,GO:0090502,GO:0003723,GO:0003887,GO:0003950,GO:0003964,GO:0004190,GO:0004523,GO:0004930,GO:0005085,GO:0005507,GO:0005509,GO:0019208,GO:0022857,GO:0031267,GO:0140616,GO:0005886,GO:0010008,GO:0016021"
643,SZT2,"product SZT2 subunit of KICSTOR complex, transcript variant X7",LipidUp,"GO:0043473,GO:0007417,GO:0009791,GO:0061700,GO:1990130,GO:0021540,GO:0031667,GO:0034198,GO:0042149,GO:0061462,GO:1901668,GO:1904262,GO:0005765,GO:0005777,GO:0140007"
644,TAF1B,"product TATA-box binding protein associated factor, RNA polymerase I subunit B",ProteinUp,"GO:0070860,GO:0001188,GO:0001164,GO:0006360"
645,TAF1D,"product TATA-box binding protein associated factor, RNA polymerase I subunit D, transcript variant X4",ProteinUp,
646,TBC1D24,"product TBC1 domain family member 24, transcript variant X3",ProteinUp,
647,TCTN3,product tectonic family member 3,ProteinUp,"GO:0005634,GO:0043065,GO:0007224"
648,TECTA,product tectorin alpha,LipidUp,"GO:0031012,GO:0005201,GO:0007160,GO:0062023,GO:0007605,GO:0005515"
649,TEX36,product testis-expressed protein 36 isoform X2,LipidUp,
650,TFDP2,"product transcription factor Dp-2, transcript variant X3",ProteinUp,"GO:0005654,GO:0072686,GO:0019904,GO:0001228,GO:0045944,GO:0000977,GO:0045892,GO:0090575,GO:0051726,GO:0005667,GO:0006355"
651,TGDS,"product TDP-glucose 4,6-dehydratase",ProteinUp,"GO:0009225,GO:0008460"
652,TGM2,product transglutaminase 2,ProteinUp,"GO:0018149,GO:0003810,GO:0005634,GO:0005829,GO:0043065,GO:0005886,GO:0042981,GO:0005739,GO:0005509,GO:0005525,GO:0032471,GO:0051561,GO:0060662,GO:0018149,GO:0045785,GO:0003810,GO:0000785,GO:0031012,GO:0043277,GO:0060445,GO:0050769,GO:0007200,GO:0031226,GO:0050568,GO:0120295,GO:0120297,GO:0120299,GO:0018277,GO:0071314,GO:1903351,GO:1904015,GO:2000425,GO:0018149,GO:0003810"
653,THEMIS,product thymocyte selection associated,LipidUp,"GO:0005634,GO:0005737,GO:0050852,GO:0005911,GO:0008180,GO:0043368,GO:0043383"
654,THOC1,product THO complex subunit 1 isoform X3,ProteinUp,"GO:0005634,GO:0005737,GO:0016607,GO:0006915,GO:0000781,GO:0031297,GO:0006406,GO:0032786,GO:0046784,GO:2000002,GO:0000346,GO:0000347,GO:0000445,GO:0032784,GO:0000018,GO:0048297,GO:0007165,GO:0005515,GO:0007165,GO:0005515,GO:0007165,GO:0005515,GO:0007165,GO:0005515"
655,TIAM2,product T-lymphoma invasion and metastasis-inducing protein 2 isoform X4,ProteinUp,"GO:0090630,GO:0016020,GO:0005737,GO:0005096,GO:0005085,GO:0007264,GO:0035556,GO:0007165,GO:0005515"
656,TMA16,product translation machinery-associated protein 16 isoform X2,ProteinUp,"GO:0005654,GO:0005730"
657,TMEM100,"product transmembrane protein 100, transcript variant X9",ProteinUp,"GO:0005783,GO:0005886,GO:0001701,GO:0048471,GO:0007219,GO:0030509,GO:0003197,GO:0001525,GO:0001570,GO:0051930,GO:0043491,GO:0043204,GO:0071773,GO:2001214,GO:0045603,GO:0003198,GO:0050848,GO:0060842"
658,TMEM132B,product transmembrane protein 132B,LipidUp,
659,TMEM150C,"product transmembrane protein 150C, transcript variant X5",ProteinUp,"GO:0005886,GO:0005887,GO:0071260,GO:0008381,GO:0019230"
660,TMEM177,"product transmembrane protein 177, transcript variant X9",ProteinUp,GO:0031305
661,TMEM229B,"product transmembrane protein 229B, transcript variant X9",LipidUp,GO:0009617
662,TMEM260,"product transmembrane protein 260, transcript variant X3",ProteinUp,
663,TMEM35B,product transmembrane protein 35B,ProteinUp,
664,TNFSF11,product tumor necrosis factor ligand superfamily member 11,LipidUp,"GO:0043123,GO:0042802,GO:0007249,GO:0000122,GO:0060749,GO:0045944,GO:0051092,GO:0010628,GO:0060348,GO:1990830,GO:0030316,GO:0005125,GO:0043406,GO:0051091,GO:0019221,GO:0033209,GO:0045453,GO:0046330,GO:0071847,GO:0042327,GO:1902533,GO:0051897,GO:0009887,GO:0045670,GO:0045672,GO:0007254,GO:0001503,GO:0050870,GO:0019722,GO:0033598,GO:0071812,GO:0071848,GO:0043491,GO:0038001,GO:0002548,GO:0045780,GO:2001206,GO:0055074,GO:0036035,GO:0002158,GO:0044691,GO:1904616,GO:0032813,GO:0034112,GO:0051466,GO:0070371,GO:0005164,GO:0006955,GO:0016020,GO:0005515"
665,TNIP1,"product TNFAIP3 interacting protein 1, transcript variant X4",ProteinUp,"GO:0050727,GO:0043124,GO:0002755,GO:0070373,GO:0042802,GO:0005829,GO:0005654,GO:0070373,GO:0043124,GO:0009101,GO:0007159,GO:0051019,GO:1903003,GO:0050727,GO:0002755"
666,TNS2,product tensin-2,LipidUp,"GO:0001822,GO:0014850,GO:0019725,GO:0032963,GO:0035335,GO:0046627,GO:0048871,GO:0004725,GO:0019900,GO:0042802,GO:0046872,GO:0005886,GO:0005925,GO:0030425,GO:0043025,GO:0098794"
667,TOX2,product TOX high mobility group box family member 2,LipidUp,"GO:0005654,GO:0045944,GO:0003713"
668,TPBG,product trophoblast glycoprotein,LipidUp,"GO:0005886,GO:0005737,GO:0043679,GO:0005783,GO:0051965,GO:0008285,GO:0072659,GO:0070374,GO:0030425,GO:0051897,GO:0060326,GO:0050921,GO:0051932,GO:0005515,GO:0008355,GO:0090497,GO:0140059"
669,TRIB2,product tribbles pseudokinase 2,ProteinUp,"GO:0032693,GO:0045599,GO:0031625,GO:0032436,GO:0055106,GO:0061629,GO:0005524,GO:0006468,GO:0004672"
670,TRMT112,product tRNA methyltransferase subunit 11-2,LipidUp,
671,TSPAN6,product tetraspanin-6,LipidUp,"GO:0039532,GO:1901223,GO:0016021"
672,TST,product thiosulfate sulfurtransferase,ProteinUp,"GO:0005739,GO:0008097,GO:0030855,GO:0035928,GO:0051029,GO:0004792"
673,TTC33,product tetratricopeptide repeat protein 33,LipidUp,"GO:0005515,GO:0007186,GO:0050911,GO:0090305,GO:0003676,GO:0004519,GO:0004930,GO:0004984,GO:0016779,GO:0046872,GO:0016021"
674,TTC9,product tetratricopeptide repeat domain 9,ProteinUp,"GO:0060348,GO:0005515"
675,TTPA,product alpha-tocopherol transfer protein,ProteinUp,"GO:0043325,GO:0005546,GO:0001892,GO:0001890,GO:0042360,GO:0008431,GO:0120013,GO:0009636,GO:0051180,GO:0090212,GO:0120009,GO:1900223"
676,TUBD1,product tubulin delta chain isoform X2,LipidUp,"GO:0005200,GO:0007017,GO:0003924,GO:0005874,GO:0005525,GO:0005829,GO:0005654,GO:0005200,GO:0007017,GO:0003924,GO:0005874,GO:0005525,GO:0005200,GO:0007017,GO:0003924,GO:0005874,GO:0005525"
677,TXNDC12,product thioredoxin domain-containing protein 12,ProteinUp,"GO:0005783,GO:0005788,GO:0015035,GO:1902236,GO:0019153"
678,UBA5,product ubiquitin-like modifier-activating enzyme 5,ProteinUp,"GO:0005829,GO:0043231,GO:0008270,GO:0042803,GO:0005789,GO:0033146,GO:0005737,GO:0050905,GO:0034976,GO:0071569,GO:1990592,GO:0071566,GO:0030218,GO:0008641,GO:0061709,GO:0030219"
679,UBASH3A,product ubiquitin-associated and SH3 domain-containing protein A,LipidUp,"GO:0005654,GO:0005794,GO:0050860,GO:0001817,GO:0005515"
680,UBE3D,"product ubiquitin protein ligase E3D, transcript variant X3",ProteinUp,"GO:0044390,GO:0061630,GO:0000151,GO:0000209,GO:0051865,GO:0006513,GO:0030332"
681,UBXN2B,product UBX domain protein 2B,LipidUp,"GO:0000132,GO:0031616,GO:0046604,GO:1904780,GO:0005515"
682,UCHL3,product ubiquitin C-terminal hydrolase L3,ProteinUp,"GO:0005829,GO:0005654,GO:0004843,GO:0016579,GO:0008233,GO:0030163,GO:0043130,GO:0006511"
683,UFL1,product UFM1 specific ligase 1,ProteinUp,"GO:0071569,GO:0005634,GO:0005737,GO:0005783,GO:0019901,GO:0006974,GO:0010468,GO:0032991,GO:0031397,GO:0043005,GO:0008284,GO:0010508,GO:0033146,GO:0005789,GO:0035861,GO:0032088,GO:0060218,GO:0034976,GO:0060252,GO:1902065,GO:0061666,GO:0032434,GO:0032880,GO:1990592,GO:0030218,GO:0016570,GO:0061709,GO:1903895,GO:0071569,GO:0061666,GO:0071569,GO:0061666,GO:0071569,GO:0061666,GO:0071569,GO:0061666"
684,UFSP2,product ufm1-specific protease 2,ProteinUp,"GO:0005634,GO:0005737,GO:0005783,GO:0006508,GO:0033146,GO:0016790,GO:0071567"
685,UMAD1,product UBAP1-MVB12-associated (UMA)-domain containing protein 1,ProteinUp,
686,UNC45A,product unc-45 myosin chaperone A,LipidUp,"GO:0005829,GO:0016607,GO:0005794,GO:0005515"
687,UPP1,"product uridine phosphorylase 1, transcript variant X8",ProteinUp,"GO:0004850,GO:0016763,GO:0009166,GO:0009116,GO:0003824,GO:0005737,GO:0005654,GO:0042802,GO:0005829,GO:0004850,GO:0006220,GO:0046108,GO:0006218,GO:0046079,GO:0016763,GO:0009166,GO:0009116,GO:0003824,GO:0005737,GO:0006249,GO:0046050,GO:0046074,GO:0006248,GO:0047847,GO:0009032,GO:0044206"
688,UVSSA,"product UV stimulated scaffold protein A, transcript variant X2",ProteinUp,GO:0009411
689,VAMP1,product vesicle associated membrane protein 1,ProteinUp,"GO:0035579,GO:0070821,GO:0016192,GO:0016021"
690,VAMP3,"product vesicle associated membrane protein 3, transcript variant X2",ProteinUp,"GO:0005829,GO:0001921,GO:0005886,GO:0043231,GO:0031201,GO:0030136,GO:0042147,GO:0030141,GO:0031410,GO:0071346,GO:0045335,GO:0016192,GO:0034446,GO:0009986,GO:0048471,GO:0005769,GO:0017156,GO:0043001,GO:0035493,GO:1903531,GO:0055037,GO:0016021,GO:0051649"
691,VDAC1,product voltage-dependent anion-selective channel protein 1,ProteinUp,"GO:0016020,GO:0042802,GO:0005886,GO:0006915,GO:0007268,GO:0042645,GO:0031966,GO:0001662,GO:0043066,GO:0005739,GO:0019901,GO:2000378,GO:0030855,GO:0007612,GO:0044325,GO:0015485,GO:0008308,GO:0006820,GO:0005757,GO:0097001,GO:0007270,GO:0031210,GO:1903146,GO:0005741,GO:0098656,GO:0055085,GO:0016021,GO:0110099,GO:1905091"
692,VPREB3,product V-set pre-B cell surrogate light chain 3,LipidUp,
693,VPS16,product VPS16 core subunit of CORVET and HOPS complexes,LipidUp,"GO:0004181,GO:0006508,GO:0008270,GO:0004181,GO:0006508,GO:0008270,GO:0004181,GO:0006508,GO:0008270,GO:0004181,GO:0006508,GO:0008270,GO:0007033,GO:0005770,GO:0005769,GO:0005764,GO:0055037,GO:0008333,GO:0030897,GO:0097352,GO:0006886,GO:0005737,GO:0007033,GO:0006886,GO:0005737,GO:0007033,GO:0006886,GO:0005737,GO:0007033,GO:0006886,GO:0005737,GO:0007033,GO:0006886,GO:0005737,GO:0004449,GO:0006099,GO:0000287,GO:0051287,GO:0016616,GO:0004449,GO:0006099,GO:0000287,GO:0051287,GO:0016616,GO:0004449,GO:0006099,GO:0000287,GO:0051287,GO:0016616,GO:0004449,GO:0006099,GO:0000287,GO:0051287,GO:0016616,GO:0004449,GO:0006099,GO:0000287,GO:0051287,GO:0016616"
694,VPS33B,product VPS33B late endosome and lysosome associated,LipidUp,"GO:0005737,GO:0048471,GO:0006886,GO:0005794,GO:0015031,GO:0031901,GO:0005770,GO:0030136,GO:0016192,GO:0032400,GO:0005764,GO:0061025,GO:0030897,GO:0007032,GO:0031091,GO:0030199,GO:0032418,GO:0032963,GO:0035855,GO:0017185,GO:0090330,GO:0070889,GO:0044877,GO:0005768,GO:0099023"
695,VPS41,"product VPS41 subunit of HOPS complex, transcript variant X2",ProteinUp,"GO:0042802,GO:0005770,GO:0010008,GO:0005765,GO:0030136,GO:0005764,GO:0016192,GO:0008333,GO:0030123,GO:0034058,GO:1902774,GO:0030897,GO:0031902,GO:0015630,GO:0008017,GO:0005769,GO:0071439,GO:0006886,GO:0046907,GO:0005515,GO:1902501"
696,VSTM2B,product V-set and transmembrane domain-containing protein 2B,ProteinUp,
697,WARS2,"product tryptophanyl tRNA synthetase 2, mitochondrial, transcript variant X2",ProteinUp,"GO:0005654,GO:0005739,GO:0005886,GO:0005759,GO:0001570,GO:0006436,GO:0004830,GO:0006418,GO:0004812,GO:0000166,GO:0005524,GO:0006436,GO:0004830,GO:0006418,GO:0004812,GO:0000166,GO:0005524"
698,WDR19,"product WD repeat domain 19, transcript variant X2",ProteinUp,"GO:0001701,GO:0007224,GO:0030326,GO:0031076,GO:0005929,GO:0065003,GO:0060271,GO:0055123,GO:0000902,GO:0008406,GO:0048701,GO:0031514,GO:0035721,GO:0030991,GO:0050877,GO:1903441,GO:0060831,GO:0032391,GO:0042471,GO:0060830,GO:0061055,GO:0097730,GO:0005515"
699,WDR73,"product WD repeat domain 73, transcript variant X2",ProteinUp,"GO:0005829,GO:0000922,GO:0043066,GO:0031122,GO:0032154,GO:0006997,GO:0005515"
700,WFS1,product wolframin isoform X2,ProteinUp,"GO:0005783,GO:0031625,GO:0051117,GO:0000122,GO:0001822,GO:0007601,GO:0007605,GO:0030433,GO:0030968,GO:0031398,GO:0032469,GO:0034976,GO:0042593,GO:0043433,GO:0043524,GO:0045927,GO:0050821,GO:0050877,GO:0051928,GO:1902236,GO:2000675,GO:0030176,GO:0043066,GO:1903573,GO:0030141,GO:0055074,GO:0005515,GO:0003091,GO:0043069,GO:0051247,GO:1903892"
701,XAB2,product XPA binding protein 2,LipidUp,
702,XPC,"product XPC complex subunit, DNA damage recognition and repair factor",ProteinUp,"GO:0005634,GO:0005737,GO:0005829,GO:0005654,GO:0005739,GO:0006281,GO:0043231,GO:0045893,GO:0005730,GO:0005886,GO:0003684,GO:0003713,GO:0044877,GO:0006974,GO:0003697,GO:0010224,GO:0031573,GO:0006289,GO:0000720,GO:0070914,GO:1901990,GO:0000109,GO:0071942,GO:0090734,GO:0003677,GO:0140612"
703,XRCC4,"product X-ray repair cross complementing 4, transcript variant X2",ProteinUp,"GO:0005634,GO:0005829,GO:0042802,GO:0005654,GO:0008022,GO:0035861,GO:0006302,GO:0006303,GO:0070419,GO:1990166,GO:0010165,GO:0051103,GO:0051351,GO:0005958,GO:0032807,GO:0006310,GO:0003677,GO:0070975"
704,ZBED1,"product zinc finger BED-type containing 1, transcript variant X3",ProteinUp,"GO:0046983,GO:0003677,GO:0005634,GO:0005654,GO:0031965,GO:0042802,GO:0016605,GO:0000978,GO:0001228,GO:0005813,GO:0045944,GO:0003713,GO:0043565,GO:0003712,GO:0006355,GO:1990837,GO:0061665,GO:0044828,GO:0046983,GO:0003677,GO:1990466"
705,ZC3H12A,product zinc finger CCCH-type containing 12A,LipidUp,"GO:0005634,GO:0005737,GO:0010629,GO:0050852,GO:0005654,GO:0032991,GO:0003682,GO:0006974,GO:0003677,GO:0010595,GO:0035925,GO:2000379,GO:0042149,GO:0003723,GO:0003729,GO:0004843,GO:0010628,GO:0034599,GO:0016579,GO:0042307,GO:0045944,GO:0005856,GO:0003730,GO:0061158,GO:0001933,GO:0032088,GO:0071222,GO:0071347,GO:0035198,GO:0000932,GO:0071356,GO:0045766,GO:0032720,GO:0043124,GO:0010942,GO:0004521,GO:0090502,GO:1990869,GO:0036464,GO:0002230,GO:0045600,GO:0042406,GO:0005791,GO:1900745,GO:0032715,GO:0051259,GO:0043022,GO:1900016,GO:0004532,GO:1901223,GO:0061014,GO:0035613,GO:0098586,GO:0010508,GO:0032689,GO:0010468,GO:1900119,GO:0045019,GO:2000320,GO:0010884,GO:0000294,GO:1903003,GO:0004540,GO:0032691,GO:0004518,GO:2000627,GO:0002757,GO:0010656,GO:0044828,GO:0055118,GO:0090501,GO:1903799,GO:1903936,GO:1904637,GO:0046872,GO:0010587"
706,ZC3H12D,product zinc finger CCCH-type containing 12D,LipidUp,"GO:0046872,GO:0005654,GO:0036464,GO:0000932,GO:0046872"
707,ZDHHC13,"product zinc finger DHHC-type containing 13, transcript variant X2",ProteinUp,"GO:0005783,GO:0005794,GO:0000139,GO:0015095,GO:0030660,GO:0016409,GO:0005515"
708,ZFAND1,product zinc finger AN1-type containing 1,ProteinUp,"GO:0090316,GO:0070628,GO:0035617,GO:1903843,GO:0010494"
709,ZNRD1,product zinc ribbon domain containing 1,LipidUp,
